condition,incident_id,family,depth,provenance,edge_loss,rwh,descendant_recall,descendant_precision,bsr,rts,false_repair_rate,uer,drr,oh_fhir_reads,oh_model_calls,oh_replays,oh_writes,n_true_contaminated,n_neutralised,n_touched,n_clean,n_retained,n_repaired,n_followups,n_wrong_followups,oh_wall_seconds,oh_capsules,oh_capsule_bytes,oh_rounds
G,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-02-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0547,9.0,8759.0,2.0
A,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0145,3.0,3050.0,1.0
E,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0145,3.0,3050.0,1.0
F,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0813,18.0,17436.0,2.0
G,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-02-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0553,9.0,8778.0,2.0
A,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0194,3.0,3042.0,1.0
E,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0095,3.0,3042.0,1.0
F,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0691,18.0,17435.0,2.0
G,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-02-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0536,9.0,8779.0,2.0
A,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,4,2,0,2,2,2,7,7,0,2,0,0.0318,9.0,8871.0,3.0
E,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,7,4,2,2,2,2,7,7,2,2,0,0.0331,9.0,8871.0,3.0
F,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.078,18.0,17522.0,2.0
G,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-07-d4-complete-s0,F2,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0514,9.0,8871.0,2.0
A,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0149,3.0,3039.0,1.0
E,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.014,3.0,3039.0,1.0
F,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0689,18.0,17549.0,2.0
G,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-07-d4-random20-s0,F2,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0797,9.0,8863.0,2.0
A,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.015,3.0,3052.0,1.0
E,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0122,3.0,3052.0,1.0
F,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.061,18.0,17567.0,2.0
G,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-07-d4-random40-s0,F2,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0556,9.0,8907.0,2.0
A,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0131,3.0,3017.0,1.0
E,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0129,3.0,3017.0,1.0
F,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0646,18.0,17450.0,2.0
G,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-07-d4-random60-s0,F2,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0559,9.0,8843.0,2.0
A,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
B,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,7,7,0,2,1,,,,
C,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,9,7,0,0,2,0,,,,
D,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0133,3.0,3020.0,1.0
E,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,7,7,0,2,1,0.0121,3.0,3020.0,1.0
F,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,0.4,0.5714285714285714,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,7,4,0,2,0,0.0685,18.0,17515.0,2.0
G,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,7,7,0,2,0,,,,
H,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,3,2,2,2,2,2,7,7,2,2,0,,,,
I,INC-F2-T-ID-07-d4-targeted-s0,F2,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22,13,7,2,2,2,2,7,7,2,2,0,0.0547,9.0,8868.0,2.0
A,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2,1,0,1,1,1,4,4,0,2,0,0.0256,6.0,5722.0,2.0
E,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,2,1,1,1,1,4,4,1,2,0,0.0263,6.0,5722.0,2.0
F,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0551,18.0,16172.0,2.0
G,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-03-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0333,6.0,5722.0,2.0
A,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2,1,0,1,1,1,4,4,0,2,0,0.0267,6.0,5733.0,2.0
E,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,2,1,1,1,1,4,4,1,2,0,0.025,6.0,5733.0,2.0
F,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.05,18.0,16179.0,2.0
G,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-03-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0308,6.0,5733.0,2.0
A,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0122,3.0,2595.0,1.0
E,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0083,3.0,2595.0,1.0
F,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0518,18.0,16199.0,2.0
G,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-03-d2-random40-s0,F3,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0338,6.0,5756.0,2.0
A,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0118,3.0,2594.0,1.0
E,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0,0,0,0,1,0,0,4,4,0,2,0,0.0077,3.0,2594.0,1.0
F,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0485,18.0,16191.0,2.0
G,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-03-d2-random60-s0,F3,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0353,6.0,5746.0,2.0
A,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2,1,0,1,1,1,4,4,0,2,0,0.0242,6.0,5738.0,2.0
E,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,2,1,1,1,1,4,4,1,2,0,0.0221,6.0,5738.0,2.0
F,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0483,18.0,16180.0,2.0
G,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-03-d2-targeted-s0,F3,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0312,6.0,5738.0,2.0
A,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2,1,0,1,1,1,4,4,0,2,0,0.027,6.0,5750.0,2.0
E,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,2,1,1,1,1,4,4,1,2,0,0.0234,6.0,5750.0,2.0
F,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0509,18.0,16211.0,2.0
G,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-08-d2-complete-s0,F3,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0309,6.0,5750.0,2.0
A,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
C,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,5,4,0,0,2,0,,,,
D,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2,1,0,1,1,1,4,4,0,2,0,0.0229,6.0,5734.0,2.0
E,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,2,1,1,1,1,4,4,1,2,0,0.023,6.0,5734.0,2.0
F,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,4,0,0,2,0,0.0539,18.0,16158.0,2.0
G,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0,0,0,0,1,1,2,4,3,0,2,0,,,,
H,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,2,1,1,1,1,1,4,4,1,2,0,,,,
I,INC-F3-T-ID-08-d2-random20-s0,F3,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,10,6,1,1,1,1,4,4,1,2,0,0.0304,6.0,5734.0,2.0
A,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
B,INC-F3-T-ID-08-d2-random40-s0,F3,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,4,4,0,2,0,,,,
